id;codigo;nomoficial;alt_izqini;alt_izqfin;alt_derini;alt_derfin;nomanter;tipo_c;observa;bicisenda;lado_ciclo;recorrid_x;ciclo_obse;st_asgeojson
444;6025;FIGUEROA ALCORTA, PRES. AV.;7602;7650;7601;7649;CENTENARIO, Av.;AVENIDA;;Ciclovías;;;;{"type":"MultiLineString","coordinates":[[[-58.44963022414,-34.5466597931718],[-58.4503292745751,-34.5465545849867]]]}
449;12107;DEL LIBERTADOR AV.;7202;7300;7201;7299;DEL LIBERTADOR GENERAL SAN MARTIN, Av.(parciales :;AVENIDA;;Ciclovías;;;;{"type":"MultiLineString","coordinates":[[[-58.4572936152407,-34.5467194658775],[-58.4580435028266,-34.5461170740166],[-58.4581166184467,-34.5460577782101]]]}
451;6025;FIGUEROA ALCORTA, PRES. AV.;7552;7600;7551;7599;CENTENARIO, Av.;AVENIDA;;Ciclovías;;;;{"type":"MultiLineString","coordinates":[[[-58.4487738660529,-34.5467887243086],[-58.449486627944,-34.5466814040957]]]}
460;6025;FIGUEROA ALCORTA, PRES. AV.;7502;7550;7501;7549;CENTENARIO, Av.;AVENIDA;;Ciclovías;;;;{"type":"MultiLineString","coordinates":[[[-58.4480441641745,-34.5468985736575],[-58.4487738660529,-34.5467887243086]]]}
466;6025;FIGUEROA ALCORTA, PRES. AV.;7402;7500;7401;7499;CENTENARIO, Av.;AVENIDA;;Ciclovías;;;;{"type":"MultiLineString","coordinates":[[[-58.4472897765577,-34.5470121481004],[-58.4480441641745,-34.5468985736575]]]}
470;7105;GUIRALDES, INT.;2602;2670;2601;2669;;CALLE;corrección nombre;Ciclovías en obra;;;;{"type":"MultiLineString","coordinates":[[[-58.4384577386288,-34.5466716136102],[-58.4386026255247,-34.5459538118206]]]}
482;22003;UDAONDO, GUILLERMO AV.;1202;1300;1201;1299;;AVENIDA;corrección numeración 28-1;Ciclovías;;;;{"type":"MultiLineString","coordinates":[[[-58.4521240182848,-34.5462843183419],[-58.4521749886493,-34.5463846795895],[-58.452847198494,-34.5472558330139]]]}
491;12107;DEL LIBERTADOR AV.;7102;7200;7101;7199;DEL LIBERTADOR GENERAL SAN MARTIN, Av.(parciales :;AVENIDA;;Ciclovías;;;;{"type":"MultiLineString","coordinates":[[[-58.456513497759,-34.547367980473],[-58.4565941927555,-34.5472812903207],[-58.4572936152407,-34.5467194658775]]]}
509;6025;FIGUEROA ALCORTA, PRES. AV.;7202;7400;7201;7399;CENTENARIO, Av.;AVENIDA;;Ciclovías;;;;{"type":"MultiLineString","coordinates":[[[-58.4440212789797,-34.5475041093625],[-58.4472897765577,-34.5470121481004]]]}
514;6025;FIGUEROA ALCORTA, PRES. AV.;0;0;0;0;CENTENARIO, Av.;AVENIDA;;Ciclovías;;;;{"type":"MultiLineString","coordinates":[[[-58.4438295940233,-34.5475329544844],[-58.4440212789797,-34.5475041093625]]]}
524;7105;GUIRALDES, INT.;2502;2600;2501;2599;;CALLE;corrección nombre;Ciclovías en obra;;;;{"type":"MultiLineString","coordinates":[[[-58.4378599524524,-34.5476358345464],[-58.4384577386288,-34.5466716136102]]]}
532;6025;FIGUEROA ALCORTA, PRES. AV.;7102;7200;7101;7199;CENTENARIO, Av.;AVENIDA;;Ciclovías;;;;{"type":"MultiLineString","coordinates":[[[-58.4421920114545,-34.5477738285026],[-58.4425524853496,-34.547725224259],[-58.4438295940233,-34.5475329544844]]]}
555;12107;DEL LIBERTADOR AV.;7002;7100;7001;7099;DEL LIBERTADOR GENERAL SAN MARTIN, Av.(parciales :;AVENIDA;;Ciclovías;;;;{"type":"MultiLineString","coordinates":[[[-58.4557399202388,-34.5480382519711],[-58.456513497759,-34.547367980473]]]}
576;22003;UDAONDO, GUILLERMO AV.;1302;1400;1301;1399;;AVENIDA;corrección numeración 28-1;Ciclovías;;;;{"type":"MultiLineString","coordinates":[[[-58.452847198494,-34.5472558330139],[-58.4536634174402,-34.5483134809643]]]}
607;3005;CABILDO AV.;0;0;0;0;;AVENIDA;;Bicisendas;;;;{"type":"MultiLineString","coordinates":[[[-58.4685085279942,-34.5485396032595],[-58.4685530396568,-34.5484837534505]]]}
620;12107;DEL LIBERTADOR AV.;6902;7000;6901;6999;DEL LIBERTADOR GENERAL SAN MARTIN, Av.(parciales :;AVENIDA;;Ciclovías;;;;{"type":"MultiLineString","coordinates":[[[-58.4550404722384,-34.5486441539594],[-58.4557399202388,-34.5480382519711]]]}
29085;6025;FIGUEROA ALCORTA, PRES. AV.;6902;7070;6901;7069;CENTENARIO, Av.;AVENIDA;;Ciclovías;;;;{"type":"MultiLineString","coordinates":[[[-58.4392248059036,-34.5489764660084],[-58.4393287652908,-34.5489069586354],[-58.4395156224876,-34.5488090319359],[-58.4398013157289,-34.5486497122031],[-58.4401751984565,-34.5484508992076],[-58.4406800831354,-34.5482105575142],[-58.4408997079359,-34.5481075639295],[-58.4410691891344,-34.548043858691],[-58.4411612065482,-34.5480137327],[-58.4413668601543,-34.5479546111018],[-58.4414279442272,-34.5479395364935]]]}
898;24003;WASHINGTON;4202;4300;4201;4299;;CALLE;corrección altura 8-1-03;Bicisendas preexistentes;;;;{"type":"MultiLineString","coordinates":[[[-58.4843759925903,-34.5508514463362],[-58.4849951735641,-34.5500330097881]]]}
1160;4111;MONROE;0;0;0;0;;CALLE;;Ciclovías;;;;{"type":"MultiLineString","coordinates":[[[-58.4508558244604,-34.5529088064316],[-58.4509126800505,-34.552942475456]]]}
1175;9004;IBERA;2302;2304;2297;2299;;CALLE;;Ciclovías Proyectadas;;;;{"type":"MultiLineString","coordinates":[[[-58.4634756707926,-34.5529731137744],[-58.4636360384207,-34.5530552995338]]]}
1248;16003;OBLIGADO RAFAEL, Av.Costanera;5102;5500;5101;5499;COSTANERA NORTE, Av.;AVENIDA;;Ciclovías;;;;{"type":"MultiLineString","coordinates":[[[-58.4208329672981,-34.5537659044771],[-58.4235789340143,-34.5531261519863]]]}
1308;16003;OBLIGADO RAFAEL, Av.Costanera;4902;5100;4901;5099;COSTANERA NORTE, Av.;AVENIDA;;Ciclovías;;;;{"type":"MultiLineString","coordinates":[[[-58.4188913471254,-34.5542667250883],[-58.4208329672981,-34.5537659044771]]]}
1413;16003;OBLIGADO RAFAEL, Av.Costanera;4652;4900;4651;4899;COSTANERA NORTE, Av.;AVENIDA;;Ciclovías;;;;{"type":"MultiLineString","coordinates":[[[-58.4165260791733,-34.5548995237119],[-58.4171801602085,-34.5547109081718],[-58.4188913471254,-34.5542667250883]]]}
1519;2083;BLANCO ENCALADA;0;0;0;0;;CALLE;;Ciclovías;;;;{"type":"MultiLineString","coordinates":[[[-58.453544273595,-34.5559199502312],[-58.4534922666679,-34.5558888181409]]]}
1540;16003;OBLIGADO RAFAEL, Av.Costanera;4502;4650;4501;4649;COSTANERA NORTE, Av.;AVENIDA;;Ciclovías;;;;{"type":"MultiLineString","coordinates":[[[-58.413768264828,-34.5560734533812],[-58.4149027811921,-34.5554945102521],[-58.4158052353496,-34.5551496834307],[-58.4165260791733,-34.5548995237119]]]}
1656;7056;GOLFARINI, JUAN ANGEL, Dr.;2302;2400;2301;2399;11 DE SEPTIEMBRE;CALLE;;Ciclovías;;;;{"type":"MultiLineString","coordinates":[[[-58.4530774968368,-34.557054543401],[-58.4538859370708,-34.556124632585]]]}
1822;10017;JURAMENTO AV.;1742;1800;1735;1799;;AVENIDA;;Ciclovías Proyectadas;;;;{"type":"MultiLineString","coordinates":[[[-58.4505851061525,-34.5584410040166],[-58.4507383184485,-34.5585410940644],[-58.451152592632,-34.5587876943705]]]}
1865;23042;VERTIZ VIRREY AV.;2002;2100;2001;2099;;AVENIDA;;Ciclovías Proyectadas;;;;{"type":"MultiLineString","coordinates":[[[-58.4493980833918,-34.5591465460828],[-58.4505851061525,-34.5584410040166]]]}
1936;23042;VERTIZ VIRREY AV.;1902;2000;1901;1999;;AVENIDA;;Ciclovías Proyectadas;;;;{"type":"MultiLineString","coordinates":[[[-58.4481916295617,-34.559863553605],[-58.4493980833918,-34.5591465460828]]]}
1954;4515;DE LOS OMBUES AV.;0;0;0;0;SANCHEZ, FLORENCIO;AVENIDA;;Ciclovías;;;;{"type":"MultiLineString","coordinates":[[[-58.4280039708749,-34.5599801951422],[-58.4279141119926,-34.5598943910768],[-58.4277474194483,-34.5597222934939],[-58.4273549134207,-34.5592831466852]]]}
1987;23042;VERTIZ VIRREY AV.;1802;1900;1801;1899;;AVENIDA;;Ciclovías Proyectadas;;;;{"type":"MultiLineString","coordinates":[[[-58.4466921787482,-34.5604000804313],[-58.4481916295617,-34.559863553605]]]}
2036;16003;OBLIGADO RAFAEL, Av.Costanera;3052;3450;3051;3449;COSTANERA NORTE, Av.;AVENIDA;;Ciclovías Proyectadas;;;;{"type":"MultiLineString","coordinates":[[[-58.407685397445,-34.5609012221505],[-58.4083752612656,-34.5601412858515],[-58.4090855180282,-34.5594202294935],[-58.4097778347315,-34.558784480676]]]}
2056;21039;TORNQUIST, ERNESTO AV.;5801;6399;5802;6400;;AVENIDA;Pares a la derecha;Ciclovías Proyectadas;;;;{"type":"MultiLineString","coordinates":[[[-58.4310856494127,-34.561160239748],[-58.431184076074,-34.5611127278617],[-58.4312322691061,-34.5610855559802],[-58.4315624784049,-34.5608692225229],[-58.4321534355468,-34.5604144923038],[-58.4326992718247,-34.5599510857487],[-58.4332935094786,-34.5593304982187],[-58.4337276745224,-34.5587865634468],[-58.4340365936586,-34.558301966618],[-58.4346190202097,-34.5573002256724],[-58.435142507885,-34.5563569922789],[-58.4353200430392,-34.555938210349],[-58.4353993854262,-34.5556549053501],[-58.4354193011926,-34.5554034194606],[-58.4353875950853,-34.5552666455679]]]}
2068;4515;DE LOS OMBUES AV.;0;0;0;0;SANCHEZ, FLORENCIO;AVENIDA;;Ciclovías;;;;{"type":"MultiLineString","coordinates":[[[-58.4310856494127,-34.561160239748],[-58.4310124276812,-34.5611894474223],[-58.4309521488089,-34.561209855209],[-58.4308906791237,-34.5612275864797],[-58.4308281038132,-34.5612425004037],[-58.4307646782427,-34.5612546674716],[-58.4307005727294,-34.5612639468754],[-58.4306359574833,-34.5612704795103],[-58.4305710028493,-34.561274054143],[-58.4305058790648,-34.5612747412438],[-58.4304408414957,-34.5612726113054],[-58.4303759753045,-34.5612675939249],[-58.430311621013,-34.561259689193],[-58.4302144086234,-34.5612476909988],[-58.4301264760078,-34.5612338641359],[-58.4300393107085,-34.561217149962],[-58.4299529978351,-34.5611976189273],[-58.4298676224693,-34.5611754119078],[-58.4297834400597,-34.561150388123],[-58.4297004505583,-34.5611226884266],[-58.4296187390725,-34.5610923832699],[-58.4295386461507,-34.561059402322],[-58.4294600866142,-34.5610238864144],[-58.4293833158255,-34.5609859060454],[-58.4293084189174,-34.5609454612415],[-58.4291990539751,-34.5608828228479],[-58.4291265416344,-34.560840406667],[-58.4290544552356,-34.5607974271546],[-58.4289829650644,-34.560753813933],[-58.4289119859365,-34.5607097078308],[-58.4288415179092,-34.5606649679976],[-58.4287715609549,-34.56061966486],[-58.4287022002021,-34.5605737984425],[-58.4286333505232,-34.5605273687224],[-58.4285650970181,-34.56048044615],[-58.4284973546165,-34.5604328898512],[-58.4284302083894,-34.5603848407019],[-58.4281455670719,-34.560115382205],[-58.4280039708749,-34.5599801951422]]]}
2207;16003;OBLIGADO RAFAEL, Av.Costanera;2652;3050;2651;3049;COSTANERA NORTE, Av.;AVENIDA;;Ciclovías Proyectadas;;;;{"type":"MultiLineString","coordinates":[[[-58.4062615930044,-34.5624609937299],[-58.40684311157,-34.5618308106621],[-58.4073809189246,-34.5612480718589],[-58.407685397445,-34.5609012221505]]]}
2270;1082;ANDONAEGUI;3752;3800;3751;3799;;CALLE;;Bicisendas preexistentes;;;;{"type":"MultiLineString","coordinates":[[[-58.5003910148277,-34.5630167666236],[-58.5007831540121,-34.5625175382717]]]}
2317;12107;DEL LIBERTADOR AV.;5002;5100;5001;5099;DEL LIBERTADOR GENERAL SAN MARTIN, Av.(parciales :;AVENIDA;;Ciclovías;;;;{"type":"MultiLineString","coordinates":[[[-58.4366441635749,-34.5635603371259],[-58.4371722072119,-34.5632844926652],[-58.4380452333742,-34.5629767835772],[-58.4381759176256,-34.5629464564394]]]}
2345;1082;ANDONAEGUI;3702;3750;3701;3749;;CALLE;;Bicisendas preexistentes;;;;{"type":"MultiLineString","coordinates":[[[-58.4998621428526,-34.5636902684358],[-58.5003910148277,-34.5630167666236]]]}
2399;16003;OBLIGADO RAFAEL, Av.Costanera;2252;2650;2251;2649;COSTANERA NORTE, Av.;AVENIDA;;Ciclovías Proyectadas;;;;{"type":"MultiLineString","coordinates":[[[-58.4049459568871,-34.5641160149608],[-58.405473134809,-34.5634323598165],[-58.4058587713299,-34.5629418140599],[-58.4062615930044,-34.5624609937299]]]}
2406;1082;ANDONAEGUI;3652;3700;3651;3699;;CALLE;;Bicisendas preexistentes;;;;{"type":"MultiLineString","coordinates":[[[-58.4994837763166,-34.5641720240282],[-58.4998621428526,-34.5636902684358]]]}
2416;12107;DEL LIBERTADOR AV.;4902;5000;4901;4999;DEL LIBERTADOR GENERAL SAN MARTIN, Av.(parciales :;AVENIDA;;Ciclovías;;;;{"type":"MultiLineString","coordinates":[[[-58.4354897950313,-34.5642541846563],[-58.4366441635749,-34.5635603371259]]]}
2468;1082;ANDONAEGUI;3602;3650;3601;3649;;CALLE;;Bicisendas preexistentes;;;;{"type":"MultiLineString","coordinates":[[[-58.4990528228524,-34.5647207688644],[-58.4994837763166,-34.5641720240282]]]}
2497;12107;DEL LIBERTADOR AV.;4802;4900;4801;4899;DEL LIBERTADOR GENERAL SAN MARTIN, Av.(parciales :;AVENIDA;;Ciclovías;;;;{"type":"MultiLineString","coordinates":[[[-58.4344095128686,-34.5648883332762],[-58.4354897950313,-34.5642541846563]]]}
2523;3156;CONGRESO AV.;4202;4250;4201;4299;;AVENIDA;;Ciclovías Proyectadas;;;;{"type":"MultiLineString","coordinates":[[[-58.4808406713195,-34.5648613889488],[-58.4810478222252,-34.5649691796453],[-58.4812908185426,-34.5650950639237]]]}
2579;6025;FIGUEROA ALCORTA, PRES. AV.;5202;5300;5201;5299;CENTENARIO, Av.;AVENIDA;;Ciclovías;;;;{"type":"MultiLineString","coordinates":[[[-58.4200852616716,-34.5653955701899],[-58.4216360558407,-34.5647387125474],[-58.4220464906355,-34.5645392636587],[-58.422330076647,-34.5643404053324],[-58.4225633693555,-34.5640980771932],[-58.4225999203074,-34.5640366780426]]]}
2580;12107;DEL LIBERTADOR AV.;4702;4800;4701;4799;DEL LIBERTADOR GENERAL SAN MARTIN, Av.(parciales :;AVENIDA;;Ciclovías;;;;{"type":"MultiLineString","coordinates":[[[-58.4333101396621,-34.5655362006698],[-58.4337983083943,-34.5652456706344],[-58.4344095128686,-34.5648883332762]]]}
2658;12107;DEL LIBERTADOR AV.;4602;4700;4601;4699;DEL LIBERTADOR GENERAL SAN MARTIN, Av.(parciales :;AVENIDA;;Ciclovías;;;;{"type":"MultiLineString","coordinates":[[[-58.4322453189086,-34.5661698407384],[-58.4333101396621,-34.5655362006698]]]}
2720;19078;ROLDAN, BELISARIO AV.;0;0;0;0;DEL MONTE, AV.;AVENIDA;;Ciclovías;;;;{"type":"MultiLineString","coordinates":[[[-58.4178951080059,-34.566582585411],[-58.4176747448027,-34.5660385701258],[-58.417631716432,-34.5659472826437],[-58.4175961663609,-34.5658810694297],[-58.4175683530216,-34.5658342261115],[-58.4175259058771,-34.5657705456483],[-58.4174893236558,-34.5657241216198],[-58.4174397207429,-34.5656691008271],[-58.4174001553242,-34.5656293660994],[-58.4173454424348,-34.5655782167806],[-58.4172895367537,-34.5655288980596],[-58.4172346504738,-34.5654837348041],[-58.4171757623496,-34.5654397672671],[-58.417131594799,-34.5654095381944],[-58.4170732139249,-34.5653722612315],[-58.4170272573085,-34.565344496349],[-58.4169713425271,-34.5653124317561],[-58.4169207035165,-34.5652849467817],[-58.4168530417627,-34.5652505536829],[-58.4167838466683,-34.565217991036],[-58.4167106496909,-34.5651866945035],[-58.4166336206311,-34.56515750925],[-58.4165771030431,-34.5651384025641],[-58.4165234785518,-34.5651219026947],[-58.4164512969152,-34.5651022266195],[-58.4163952869623,-34.5650889653689],[-58.4163322958386,-34.5650762648464],[-58.4162733893387,-34.5650667349981],[-58.4161650228426,-34.565053524145],[-58.4160941113452,-34.5650463841049],[-58.4160397993398,-34.5650417152665],[-58.4159736539491,-34.5650369714495],[-58.4158868212678,-34.5650323605167],[-58.4157812587551,-34.5650289395608],[-58.4156992768275,-34.5650275699379],[-58.415636619404,-34.5650272640959],[-58.4155599146674,-34.5650277274802],[-58.4154647350442,-34.5650301555869],[-58.415338649411,-34.5650376422785],[-58.4152712209978,-34.565043602279],[-58.4152014077809,-34.5650514628065],[-58.4151288685426,-34.5650624209596],[-58.4150541139091,-34.5650767586351],[-58.4150009842697,-34.5650887806704],[-58.4149313356175,-34.5651065006958],[-58.4148803320413,-34.5651223969201],[-58.4148235339737,-34.5651477983106],[-58.4147646900191,-34.5651778469628],[-58.4147163183638,-34.5652061390624],[-58.4146715213624,-34.5652359819129],[-58.4146193123419,-34.565275258862],[-58.4145628426516,-34.56532143582],[-58.4145208508988,-34.5653582518578],[-58.4144823523243,-34.5653902803181],[-58.4144480216163,-34.5654285782942],[-58.4144138623234,-34.5654648339851],[-58.414373567961,-34.5655105242715],[-58.4143272232715,-34.5655662830113],[-58.4142880328505,-34.5656166217972],[-58.4142581272952,-34.5656576680726],[-58.4142214887854,-34.5657114587045],[-58.4141684869539,-34.5657956666896],[-58.414138148813,-34.5658484034154],[-58.4141153081134,-34.5658912835305],[-58.4140878625586,-34.5659472609727],[-58.4140653589784,-34.5659959161127],[-58.4140437047392,-34.5660479520165],[-58.4140251996804,-34.5661012568327],[-58.4140119736692,-34.5661532256645],[-58.4139272792422,-34.5665672944738]]]}
